answer,meme1,meme2,meme3,narrative,setting,source
https://memett-original.s3.amazonaws.com/covid_memes_3569.png,https://memett-original.s3.amazonaws.com/covid_memes_2820.png,https://memett-original.s3.amazonaws.com/covid_memes_1043.png,https://memett-original.s3.amazonaws.com/covid_memes_3569.png,The meme(s) view Early morning Zoom meetings with a negative sentiment because its/his/her/their technical and scheduling demands is/are seen as tedious and exasperating.,1,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_3175.png,https://memett-original.s3.amazonaws.com/covid_memes_3175.png,https://memett-original.s3.amazonaws.com/covid_memes_2159.png,https://memett-original.s3.amazonaws.com/covid_memes_2548.png,The meme(s) view political opponents of Donald Trump with a negative sentiment because its/his/her/their public health response to the pandemic is/are seen as politically motivated and inconsistent.,1,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_1542.png,https://memett-original.s3.amazonaws.com/covid_memes_2329.png,https://memett-original.s3.amazonaws.com/covid_memes_3689.png,https://memett-original.s3.amazonaws.com/covid_memes_1542.png,The meme(s) view Donald Trump's supporters with a negative sentiment because its/his/her/their pandemic policy stance is/are seen as blatantly irresponsible.,1,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_401.png,https://memett-original.s3.amazonaws.com/covid_memes_401.png,https://memett-original.s3.amazonaws.com/covid_memes_3165.png,https://memett-original.s3.amazonaws.com/covid_memes_286.png,The meme(s) view people of Chinese descent with a negative sentiment because its/his/her/their ethnicity-linked viral symptoms is/are seen as pathogen-associated.,1,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_1710.png,https://memett-original.s3.amazonaws.com/covid_memes_1710.png,https://memett-original.s3.amazonaws.com/covid_memes_783.png,https://memett-original.s3.amazonaws.com/covid_memes_3087.png,The meme(s) view Barack Obama's administration with a negative sentiment because its/his/her/their H1N1 pandemic response is/are seen as inadequate and slow.,1,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_2963.png,https://memett-original.s3.amazonaws.com/covid_memes_2963.png,https://memett-original.s3.amazonaws.com/covid_memes_1470.png,https://memett-original.s3.amazonaws.com/covid_memes_1001.png,The meme(s) view panic buying behavior during crises with a negative sentiment because its/his/her/their irrational hoarding of non-essential items is/are seen as absurd and irrational.,1,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_1720.png,https://memett-original.s3.amazonaws.com/covid_memes_1032.png,https://memett-original.s3.amazonaws.com/covid_memes_138.png,https://memett-original.s3.amazonaws.com/covid_memes_1720.png,The meme(s) view premature vaccine approval with a negative sentiment because its/his/her/their election-driven premature vaccine authorization is/are seen as recklessly negligent and politically motivated.,1,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_4575.png,https://memett-original.s3.amazonaws.com/covid_memes_3085.png,https://memett-original.s3.amazonaws.com/covid_memes_4575.png,https://memett-original.s3.amazonaws.com/covid_memes_3038.png,The meme(s) view Corona homonym with a neutral sentiment because its/his/her/their pandemic wordplay is/are seen as absurdly coincidental.,1,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_3167.png,https://memett-original.s3.amazonaws.com/covid_memes_1796.png,https://memett-original.s3.amazonaws.com/covid_memes_1044.png,https://memett-original.s3.amazonaws.com/covid_memes_3167.png,The meme(s) view Work-from-home routine guidance with a negative sentiment because its/his/her/their practical applicability to commuting is/are seen as impractical.,1,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_3573.png,https://memett-original.s3.amazonaws.com/covid_memes_1461.png,https://memett-original.s3.amazonaws.com/covid_memes_4526.png,https://memett-original.s3.amazonaws.com/covid_memes_3573.png,"The meme(s) view Donald Trump's claim that COVID-19 is a hoax with a negative sentiment because its/his/her/their factual accuracy is/are seen as ""demonstrably false"".",1,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_45.png,https://memett-original.s3.amazonaws.com/covid_memes_45.png,https://memett-original.s3.amazonaws.com/covid_memes_703.png,https://memett-original.s3.amazonaws.com/covid_memes_3171.png,The meme(s) view authoritarian regimes with a negative sentiment because its/his/her/their public health and basic resource management is/are seen as negligent and information-suppressive.,1,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_3781.png,https://memett-original.s3.amazonaws.com/covid_memes_3015.png,https://memett-original.s3.amazonaws.com/covid_memes_3781.png,https://memett-original.s3.amazonaws.com/covid_memes_2018.png,The meme(s) view Human folly with a negative sentiment because its/his/her/their self-perpetuating critical dynamics is/are seen as harmfully virulent.,1,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_2521.png,https://memett-original.s3.amazonaws.com/covid_memes_2521.png,https://memett-original.s3.amazonaws.com/covid_memes_22.png,https://memett-original.s3.amazonaws.com/covid_memes_60.png,The meme(s) view Barack Obama with a negative sentiment because its/his/her/their depicted reactions is/are seen as undignified.,2,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_262.png,https://memett-original.s3.amazonaws.com/covid_memes_4341.png,https://memett-original.s3.amazonaws.com/covid_memes_262.png,https://memett-original.s3.amazonaws.com/covid_memes_3686.png,The meme(s) view the COVID-19 pandemic with a negative sentiment because its/his/her/their event-reliant industries is/are seen as pervasively devastating and disruptive.,2,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_1022.png,https://memett-original.s3.amazonaws.com/covid_memes_1022.png,https://memett-original.s3.amazonaws.com/covid_memes_5531.png,https://memett-original.s3.amazonaws.com/covid_memes_1015.png,The meme(s) view pandemic toilet paper panic buying with a negative sentiment because its/his/her/their irrationality is/are seen as absurdly obsessive.,2,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_4625.png,https://memett-original.s3.amazonaws.com/covid_memes_4625.png,https://memett-original.s3.amazonaws.com/covid_memes_834.png,https://memett-original.s3.amazonaws.com/covid_memes_5021.png,The meme(s) view pandemic lockdowns and restrictions with a negative sentiment because its/his/her/their quality of life implications is/are seen as frustrating and demoralizing.,2,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_2930.png,https://memett-original.s3.amazonaws.com/covid_memes_2950.png,https://memett-original.s3.amazonaws.com/covid_memes_2930.png,https://memett-original.s3.amazonaws.com/covid_memes_2736.png,The meme(s) view work-from-home experience with a neutral sentiment because its/his/her/their work-life boundary erosion is/are seen as ironically fragile.,2,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_384.png,https://memett-original.s3.amazonaws.com/covid_memes_212.png,https://memett-original.s3.amazonaws.com/covid_memes_107.png,https://memett-original.s3.amazonaws.com/covid_memes_384.png,The meme(s) view China with a negative sentiment because its/his/her/their coronavirus origin is/are seen as controversially chaotic and ironically unfortunate.,2,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_1033.png,https://memett-original.s3.amazonaws.com/covid_memes_1033.png,https://memett-original.s3.amazonaws.com/covid_memes_630.png,https://memett-original.s3.amazonaws.com/covid_memes_1145.png,The meme(s) view the early months of 2020 with a negative sentiment because its/his/her/their unprecedented convergence of global crises is/are seen as overwhelmingly disastrous and chaotic.,2,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_4193.png,https://memett-original.s3.amazonaws.com/covid_memes_1537.png,https://memett-original.s3.amazonaws.com/covid_memes_4193.png,https://memett-original.s3.amazonaws.com/covid_memes_1025.png,The meme(s) view Pandemic-related essential consumer goods with a neutral sentiment because its/his/her/their perceived value and gift potential is/are seen as overinflated.,2,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_1232.png,https://memett-original.s3.amazonaws.com/covid_memes_1318.png,https://memett-original.s3.amazonaws.com/covid_memes_370.png,https://memett-original.s3.amazonaws.com/covid_memes_1232.png,"The meme(s) view Social Distancing Practices with a neutral sentiment because its/his/her/their core rationale is/are seen as ""paradoxically divisive"".",2,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_2014.png,https://memett-original.s3.amazonaws.com/covid_memes_4960.png,https://memett-original.s3.amazonaws.com/covid_memes_2683.png,https://memett-original.s3.amazonaws.com/covid_memes_2014.png,The meme(s) view working from home with a negative sentiment because its/his/her/their physical health effects is/are seen as rapidly detrimental.,2,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_5239.png,https://memett-original.s3.amazonaws.com/covid_memes_5239.png,https://memett-original.s3.amazonaws.com/covid_memes_5619.png,https://memett-original.s3.amazonaws.com/covid_memes_1723.png,The meme(s) view the year 2020 with a negative sentiment because its/his/her/their Unprecedented Global Disruption is/are seen as overwhelmingly chaotic and exasperating.,2,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_4835.png,https://memett-original.s3.amazonaws.com/covid_memes_1530.png,https://memett-original.s3.amazonaws.com/covid_memes_85.png,https://memett-original.s3.amazonaws.com/covid_memes_4835.png,The meme(s) view the Coronavirus with a negative sentiment because its/his/her/their personified adversary is/are seen as ludicrously inept.,2,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_2770.png,https://memett-original.s3.amazonaws.com/covid_memes_2808.png,https://memett-original.s3.amazonaws.com/covid_memes_2770.png,https://memett-original.s3.amazonaws.com/covid_memes_2931.png,The meme(s) view universal work-from-home mandates with a negative sentiment because its/his/her/their universal applicability across all professions is/are seen as impractical and absurd.,2,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_2364.png,https://memett-original.s3.amazonaws.com/covid_memes_2373.png,https://memett-original.s3.amazonaws.com/covid_memes_470.png,https://memett-original.s3.amazonaws.com/covid_memes_2364.png,The meme(s) view government mask mandates with a negative sentiment because its/his/her/their federal enforcement of compulsory mask mandates is/are seen as oppressive and unwarranted.,2,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_982.png,https://memett-original.s3.amazonaws.com/covid_memes_982.png,https://memett-original.s3.amazonaws.com/covid_memes_4835.png,https://memett-original.s3.amazonaws.com/covid_memes_1408.png,The meme(s) view pandemic-era pub restrictions with a negative sentiment because its/his/her/their Effectiveness in Combating Coronavirus is/are seen as ineffective and arbitrary.,2,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_5571.png,https://memett-original.s3.amazonaws.com/covid_memes_2209.png,https://memett-original.s3.amazonaws.com/covid_memes_5571.png,https://memett-original.s3.amazonaws.com/covid_memes_1642.png,The meme(s) view Donald Trump with a negative sentiment because its/his/her/their contraction of the virus he previously downplayed is/are seen as hypocritical and ironic.,2,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_1972.png,https://memett-original.s3.amazonaws.com/covid_memes_1972.png,https://memett-original.s3.amazonaws.com/covid_memes_1727.png,https://memett-original.s3.amazonaws.com/covid_memes_3104.png,The meme(s) view Wuhan-related handwashing advice with a neutral sentiment because its/his/her/their parody of Hodor's degrading speech is/are seen as darkly humorous and absurd.,2,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_5334.png,https://memett-original.s3.amazonaws.com/covid_memes_5334.png,https://memett-original.s3.amazonaws.com/covid_memes_1699.png,https://memett-original.s3.amazonaws.com/covid_memes_1587.png,The meme(s) view Indigenous and Traditional Knowledge Custodians with a positive sentiment because its/his/her/their Response to the Coronavirus and Exclusionary Rhetoric is/are seen as resiliently defiant.,2,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_2609.png,https://memett-original.s3.amazonaws.com/covid_memes_2609.png,https://memett-original.s3.amazonaws.com/covid_memes_2756.png,https://memett-original.s3.amazonaws.com/covid_memes_2621.png,The meme(s) view prevailing attitudes towards remote work with a negative sentiment because its/his/her/their merits and feasibility is/are seen as unjustifiably dismissed.,2,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_3717.png,https://memett-original.s3.amazonaws.com/covid_memes_3703.png,https://memett-original.s3.amazonaws.com/covid_memes_3799.png,https://memett-original.s3.amazonaws.com/covid_memes_3717.png,The meme(s) view pandemic-era travel with a negative sentiment because its/his/her/their nature of pandemic-era travel is/are seen as mundane and severely limited.,2,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_2591.png,https://memett-original.s3.amazonaws.com/covid_memes_5577.png,https://memett-original.s3.amazonaws.com/covid_memes_2591.png,https://memett-original.s3.amazonaws.com/covid_memes_1802.png,The meme(s) view Mike Pence with a negative sentiment because its/his/her/their pandemic response leadership is/are seen as inept.,2,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_4756.png,https://memett-original.s3.amazonaws.com/covid_memes_2038.png,https://memett-original.s3.amazonaws.com/covid_memes_4756.png,https://memett-original.s3.amazonaws.com/covid_memes_5697.png,The meme(s) view early pandemic experiences with a negative sentiment because its/his/her/their conflicting priorities is/are seen as callously indifferent.,2,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_3783.png,https://memett-original.s3.amazonaws.com/covid_memes_4157.png,https://memett-original.s3.amazonaws.com/covid_memes_3783.png,https://memett-original.s3.amazonaws.com/covid_memes_4196.png,The meme(s) view the Coronavirus pandemic with a negative sentiment because its/his/her/their public health threat is/are seen as catastrophically uncontrollable.,2,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_2640.png,https://memett-original.s3.amazonaws.com/covid_memes_2640.png,https://memett-original.s3.amazonaws.com/covid_memes_2901.png,https://memett-original.s3.amazonaws.com/covid_memes_5234.png,The meme(s) view work from home concept with a neutral sentiment because its/his/her/their universal applicability is/are seen as absurdly impractical.,2,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_1625.png,https://memett-original.s3.amazonaws.com/covid_memes_1625.png,https://memett-original.s3.amazonaws.com/covid_memes_2483.png,https://memett-original.s3.amazonaws.com/covid_memes_4816.png,The meme(s) view public health guidance with a negative sentiment because its/his/her/their practical relevance is/are seen as impractical and controlling.,2,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_3719.png,https://memett-original.s3.amazonaws.com/covid_memes_4491.png,https://memett-original.s3.amazonaws.com/covid_memes_3719.png,https://memett-original.s3.amazonaws.com/covid_memes_2145.png,The meme(s) view societal priorities with a neutral sentiment because its/his/her/their directional focus is/are seen as dramatic.,2,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_4207.png,https://memett-original.s3.amazonaws.com/covid_memes_1557.png,https://memett-original.s3.amazonaws.com/covid_memes_1908.png,https://memett-original.s3.amazonaws.com/covid_memes_4207.png,The meme(s) view the year 2020 with a negative sentiment because its/his/her/their personal and emotional impact on individuals is/are seen as aggressively harmful and traumatic.,2,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_4004.png,https://memett-original.s3.amazonaws.com/covid_memes_510.png,https://memett-original.s3.amazonaws.com/covid_memes_913.png,https://memett-original.s3.amazonaws.com/covid_memes_4004.png,The meme(s) view teachers with a negative sentiment because its/his/her/their management of challenging interactions is/are seen as inconsistent.,2,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_1681.png,https://memett-original.s3.amazonaws.com/covid_memes_2043.png,https://memett-original.s3.amazonaws.com/covid_memes_1681.png,https://memett-original.s3.amazonaws.com/covid_memes_3866.png,The meme(s) view human struggle with public health compliance with a negative sentiment because its/his/her/their effectiveness is/are seen as comically poor.,2,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_225.png,https://memett-original.s3.amazonaws.com/covid_memes_3797.png,https://memett-original.s3.amazonaws.com/covid_memes_225.png,https://memett-original.s3.amazonaws.com/covid_memes_1671.png,The meme(s) view the COVID-19 pandemic with a neutral sentiment because its/his/her/their catalyst for digital transformation and societal impact is/are seen as pervasively and unexpectedly effective.,2,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_4763.png,https://memett-original.s3.amazonaws.com/covid_memes_4659.png,https://memett-original.s3.amazonaws.com/covid_memes_4410.png,https://memett-original.s3.amazonaws.com/covid_memes_4763.png,The meme(s) view Thanksgiving holiday with a neutral sentiment because its/his/her/their excessive indulgence and challenging family interactions is/are seen as humorously relatable yet distracting.,3,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_3804.png,https://memett-original.s3.amazonaws.com/covid_memes_3804.png,https://memett-original.s3.amazonaws.com/covid_memes_284.png,https://memett-original.s3.amazonaws.com/covid_memes_386.png,The meme(s) view the emergence of the COVID-19 pandemic in 2020 with a negative sentiment because its/his/her/their specific origin in China is/are seen as panic-inducing and shocking.,3,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_342.png,https://memett-original.s3.amazonaws.com/covid_memes_342.png,https://memett-original.s3.amazonaws.com/covid_memes_1982.png,https://memett-original.s3.amazonaws.com/covid_memes_4894.png,The meme(s) view the COVID-19 pandemic with a negative sentiment because its/his/her/their pervasive and persistent influence is/are seen as unwelcome and dreadful.,3,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_57.png,https://memett-original.s3.amazonaws.com/covid_memes_2265.png,https://memett-original.s3.amazonaws.com/covid_memes_5630.png,https://memett-original.s3.amazonaws.com/covid_memes_57.png,The meme(s) view Donald Trump with a negative sentiment because its/his/her/their pandemic response is/are seen as contradictory and politically driven.,3,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_3460.png,https://memett-original.s3.amazonaws.com/covid_memes_3460.png,https://memett-original.s3.amazonaws.com/covid_memes_4267.png,https://memett-original.s3.amazonaws.com/covid_memes_4144.png,The meme(s) view Coronavirus memes with a negative sentiment because its/his/her/their ubiquitous proliferation is/are seen as tiresome.,3,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_2927.png,https://memett-original.s3.amazonaws.com/covid_memes_2927.png,https://memett-original.s3.amazonaws.com/covid_memes_2783.png,https://memett-original.s3.amazonaws.com/covid_memes_4635.png,The meme(s) view remote work commuting paradox with a negative sentiment because its/his/her/their routine preservation paradox is/are seen as absurdly excessive and emotionally draining.,3,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_3683.png,https://memett-original.s3.amazonaws.com/covid_memes_4807.png,https://memett-original.s3.amazonaws.com/covid_memes_2387.png,https://memett-original.s3.amazonaws.com/covid_memes_3683.png,The meme(s) view Anglophone governments with a negative sentiment because its/his/her/their handling of domestic and international challenges is/are seen as hypocritical.,3,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_1007.png,https://memett-original.s3.amazonaws.com/covid_memes_1665.png,https://memett-original.s3.amazonaws.com/covid_memes_1007.png,https://memett-original.s3.amazonaws.com/covid_memes_4906.png,The meme(s) view Parental responses to children's behavior with a neutral sentiment because its/his/her/their Parental Overreaction Tendencies is/are seen as comically exaggerated and environmentally influenced.,3,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_4052.png,https://memett-original.s3.amazonaws.com/covid_memes_4052.png,https://memett-original.s3.amazonaws.com/covid_memes_4123.png,https://memett-original.s3.amazonaws.com/covid_memes_1703.png,The meme(s) view global pandemic dynamics with a negative sentiment because its/his/her/their pandemic geopolitics is/are seen as alarmingly excessive.,3,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_4424.png,https://memett-original.s3.amazonaws.com/covid_memes_4424.png,https://memett-original.s3.amazonaws.com/covid_memes_1658.png,https://memett-original.s3.amazonaws.com/covid_memes_4098.png,The meme(s) view coronavirus meme reactions with a neutral sentiment because its/his/her/their meta-commentary-laden humor is/are seen as darkly absurd and resigned.,3,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_3119.png,https://memett-original.s3.amazonaws.com/covid_memes_3119.png,https://memett-original.s3.amazonaws.com/covid_memes_5448.png,https://memett-original.s3.amazonaws.com/covid_memes_2585.png,The meme(s) view Donald Trump with a negative sentiment because its/his/her/their pandemic response is/are seen as contradictory and inconsistent.,3,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_4114.png,https://memett-original.s3.amazonaws.com/covid_memes_4696.png,https://memett-original.s3.amazonaws.com/covid_memes_4114.png,https://memett-original.s3.amazonaws.com/covid_memes_422.png,"The meme(s) view European and African geopolitical entities with a negative sentiment because its/his/her/their ""Dark historical legacy and contemporary geopolitical perceptions"" is/are seen as exploitative and historically aggressive.",3,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_2288.png,https://memett-original.s3.amazonaws.com/covid_memes_5677.png,https://memett-original.s3.amazonaws.com/covid_memes_2235.png,https://memett-original.s3.amazonaws.com/covid_memes_2288.png,The meme(s) view Donald Trump with a positive sentiment because its/his/her/their leadership capabilities is/are seen as uniquely capable of uniting America and fixing past mistakes.,3,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_1141.png,https://memett-original.s3.amazonaws.com/covid_memes_1141.png,https://memett-original.s3.amazonaws.com/covid_memes_1470.png,https://memett-original.s3.amazonaws.com/covid_memes_91.png,The meme(s) view students with a neutral sentiment because its/his/her/their social progression and isolation is/are seen as ironically advantageous.,3,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_2397.png,https://memett-original.s3.amazonaws.com/covid_memes_2397.png,https://memett-original.s3.amazonaws.com/covid_memes_2567.png,https://memett-original.s3.amazonaws.com/covid_memes_2313.png,"The meme(s) view ""masks in hip-hop lyrics"" with a neutral sentiment because its/his/her/their masks as visual metaphors for judgment and horror in hip-hop lyrics is/are seen as directly emblematic.",3,Harm-C
https://memett-original.s3.amazonaws.com/covid_memes_4052.png,https://memett-original.s3.amazonaws.com/covid_memes_4052.png,https://memett-original.s3.amazonaws.com/covid_memes_1780.png,https://memett-original.s3.amazonaws.com/covid_memes_3454.png,The meme(s) view public responses to mask scarcity and infractions during the pandemic with a negative sentiment because its/his/her/their societal impact and adaptation is/are seen as absurdly exaggerated and disproportionate.,3,Harm-C
