aspect_0,aspect_1,aspect_10,aspect_11,aspect_2,aspect_3,aspect_4,aspect_5,aspect_6,aspect_7,aspect_8,aspect_9,meme_s3,opinion_0,opinion_1,opinion_10,opinion_11,opinion_2,opinion_3,opinion_4,opinion_5,opinion_6,opinion_7,opinion_8,opinion_9,sentiment_0,sentiment_1,sentiment_10,sentiment_11,sentiment_2,sentiment_3,sentiment_4,sentiment_5,sentiment_6,sentiment_7,sentiment_8,sentiment_9,source,source_0,source_1,source_10,source_11,source_2,source_3,source_4,source_5,source_6,source_7,source_8,source_9,target_0,target_1,target_10,target_11,target_2,target_3,target_4,target_5,target_6,target_7,target_8,target_9,viewpoint_0,viewpoint_1,viewpoint_10,viewpoint_11,viewpoint_2,viewpoint_3,viewpoint_4,viewpoint_5,viewpoint_6,viewpoint_7,viewpoint_8,viewpoint_9
Aspect: claim to have originated the idea for establishing Singapore as an economic trading port,Aspect: historical credit,Aspect: action of claiming credit for someone else's achievement,Aspect: actions,Aspect: behavior,Aspect: actions,Aspect: attempt to claim all the credit for establishing Singapore as an economic trading port,Aspect: action,Aspect: authoritative and intimidating persona,Aspect: attribution of credit,Aspect: idea,Aspect: actions,https://memett-original.s3.amazonaws.com/img_5607.png,Opinion: valid and underappreciated,Opinion: potentially overstated,Opinion: unfair,Opinion: taking credit for others' ideas,Opinion: selfish and dismissive of others' contributions,Opinion: unfair and frustrating,Opinion: deceitful,Opinion: unfair,Opinion: trivialized,Opinion: dishonest,Opinion: wrongfully claimed,Opinion: dishonest and unfair,Sentiment: positive,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,TotalDefMeme,4000,4002,4001,4011,4008,4005,4004,4003,4007,4009,4010,4006,Target: William Farquhar,Target: Sir Stamford Raffles,Target: friends who take credit,Target: friends,Target: people who take credit for others' ideas,Target: people who take credit for others' work,Target: the friend's behavior,Target: a friend who takes all the credit for establishing Singapore as an economic trading port,Target: Darth Vader,Target: the act of taking credit for an idea,Target: your friend,Target: people who take credit for others' work,Viewpoint: The meme views William Farquhar with a positive sentiment because his claim to have originated the idea for establishing Singapore as an economic trading port is seen as valid and underappreciated.,Viewpoint: The meme views Sir Stamford Raffles with a negative sentiment because his historical credit is seen as potentially overstated.,Viewpoint: The meme views friends who take credit with a negative sentiment because their action of claiming credit for someone else's achievement is seen as unfair.,Viewpoint: The meme views friends with a negative sentiment because their actions are seen as taking credit for others' ideas.,Viewpoint: The meme views people who take credit for others' ideas with a negative sentiment because their behavior is seen as selfish and dismissive of others' contributions.,Viewpoint: The meme views people who take credit for others' work with a negative sentiment because their actions are seen as unfair and frustrating.,Viewpoint: The meme views the friend's behavior with a negative sentiment because their attempt to claim all the credit for establishing Singapore as an economic trading port is seen as deceitful.,Viewpoint: The meme views a friend who takes all the credit for establishing Singapore as an economic trading port with a negative sentiment because their action is seen as unfair.,Viewpoint: The meme views Darth Vader with a negative sentiment because its/his/her/their authoritative and intimidating persona is seen as trivialized.,Viewpoint: The meme views the act of taking credit for an idea with a negative sentiment because its attribution of credit is seen as dishonest.,Viewpoint: The meme views your friend with a negative sentiment because their idea is seen as wrongfully claimed.,Viewpoint: The meme views people who take credit for others' work with a negative sentiment because their actions are seen as dishonest and unfair.
Aspect: work-from-home arrangements,Aspect: implementation,Aspect: work-from-home convenience,Aspect: mundanity,Aspect: flexibility or work-from-home arrangements,Aspect: being a return to normalcy,Aspect: impact on employee work-life arrangements,Aspect: role in the meme,Aspect: work environment,Aspect: significance,Aspect: impact on daily routines,Aspect: implementation,https://memett-original.s3.amazonaws.com/img_6212.png,Opinion: ending abruptly,Opinion: an undesirable end to the preferred work-from-home arrangement,Opinion: a loss,Opinion: tedious and restrictive,Opinion: inconveniently disrupted,Opinion: a humorous exaggeration,Opinion: an unwelcome and disruptive event comparable to a dramatic movie plot,Opinion: silly and relatable,Opinion: a humorous and unexpected twist on the typical superhero persona,Opinion: exaggeratedly dramatic,Opinion: disruptive,Opinion: dramatic,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: neutral,Sentiment: negative,Sentiment: positive,Sentiment: positive,Sentiment: neutral,Sentiment: negative,Sentiment: negative,TotalDefMeme,4002,4001,4011,4006,4004,4009,4000,4008,4010,4005,4007,4003,Target: Singaporean employees,Target: return to office mandates in Singapore,Target: the return to office work,Target: the return to office work,Target: employees or remote workers,Target: the return to office work,Target: the mandatory return to office work in Singapore around early 2022,Target: the Spider-Man character,Target: Spider-Man,Target: the return to office work,Target: the return to in-person work,Target: the return to office work policy in Singapore,Viewpoint: The meme views Singaporean employees with a negative sentiment because their work-from-home arrangements are seen as ending abruptly.,Viewpoint: The meme views return to office mandates in Singapore with a negative sentiment because their implementation is seen as an undesirable end to the preferred work-from-home arrangement.,Viewpoint: The meme views the return to office work with a negative sentiment because its/his/her/their work-from-home convenience is seen as a loss.,Viewpoint: The meme views the return to office work with a negative sentiment because its mundanity is seen as tedious and restrictive.,Viewpoint: The meme views employees or remote workers with a negative sentiment because their flexibility or work-from-home arrangements are seen as inconveniently disrupted.,Viewpoint: The meme views the return to office work with a neutral sentiment because its aspect of being a return to normalcy is seen as a humorous exaggeration.,Viewpoint: The meme views the mandatory return to office work in Singapore around early 2022 with a negative sentiment because its impact on employee work-life arrangements is seen as an unwelcome and disruptive event comparable to a dramatic movie plot.,Viewpoint: The meme views the Spider-Man character with a positive sentiment because its role in the meme is seen as silly and relatable.,Viewpoint: The meme views Spider-Man with a positive sentiment because his work environment is seen as a humorous and unexpected twist on the typical superhero persona.,Viewpoint: The meme views the return to office work with a neutral sentiment because its significance is seen as exaggeratedly dramatic.,Viewpoint: The meme views the return to in-person work with a negative sentiment because its/his/her/their impact on daily routines is seen as disruptive.,Viewpoint: The meme views the return to office work policy in Singapore with a negative sentiment because its implementation is seen as dramatic.
Aspect: power dynamics,Aspect: perceived required actions to appease superiors,Aspect: authority,Aspect: potential for abuse,Aspect: demands,Aspect: preparedness,Aspect: power dynamics,Aspect: expectation of subordinates to perform favors,Aspect: willingness to compromise personal boundaries,Aspect: willingness to perform extreme favors,Aspect: power dynamics,Aspect: scenario,https://memett-original.s3.amazonaws.com/img_4797.png,Opinion: exploitative and oppressive,Opinion: exaggeratedly subservient and demeaning,Opinion: abusive,Opinion: exploitative and uncomfortable,Opinion: unfair and exploitative,Opinion: excessively exaggerated and comically extreme,Opinion: abusive,Opinion: unfair and exploitative,Opinion: excessive,Opinion: disturbingly compliant,Opinion: exploitative and demeaning,Opinion: exaggerated and absurd,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,TotalDefMeme,4006,4000,4009,4001,4008,4011,4003,4007,4004,4002,4005,4010,Target: workplace hierarchies,Target: subordinates seeking favors (like an off day) from superiors,Target: the expectation of performing favors for an off day,Target: power dynamics in hierarchical organizations,Target: superiors who ask for unreasonable favors in exchange for benefits,Target: the expectation of favors in return for a day off,Target: workplace exploitation,Target: workplace power dynamics,Target: the employee,Target: the expectation of subordinates in hierarchical organizations,Target: workplace hierarchy,Target: the idea of doing something extreme to get an off day,Viewpoint: The meme views workplace hierarchies with a negative sentiment because their power dynamics are seen as exploitative and oppressive.,Viewpoint: The meme views subordinates seeking favors (like an off day) from superiors with a negative sentiment because their perceived required actions to appease superiors are seen as exaggeratedly subservient and demeaning.,Viewpoint: The meme views the expectation of performing favors for an off day with a negative sentiment because its aspect of authority is seen as abusive.,Viewpoint: The meme views power dynamics in hierarchical organizations with a negative sentiment because their potential for abuse is seen as exploitative and uncomfortable.,Viewpoint: The meme views superiors who ask for unreasonable favors in exchange for benefits with a negative sentiment because their demands are seen as unfair and exploitative.,Viewpoint: The meme views the expectation of favors in return for a day off with a negative sentiment because its/his/her/their preparedness is seen as excessively exaggerated and comically extreme.,Viewpoint: The meme views workplace exploitation with a negative sentiment because its power dynamics are seen as abusive.,Viewpoint: The meme views workplace power dynamics with a negative sentiment because its/his/her/their expectation of subordinates to perform favors is/are seen as unfair and exploitative.,Viewpoint: The meme views the employee with a negative sentiment because his willingness to compromise personal boundaries is seen as excessive.,Viewpoint: The meme views the expectation of subordinates in hierarchical organizations with a negative sentiment because their willingness to perform extreme favors is seen as disturbingly compliant.,Viewpoint: The meme views workplace hierarchy with a negative sentiment because its power dynamics are seen as exploitative and demeaning.,Viewpoint: The meme views the idea of doing something extreme to get an off day with a negative sentiment because its scenario is seen as exaggerated and absurd.
Aspect: passive observation of group chat activity,Aspect: continued presence in NS group chats,Aspect: passive observation,Aspect: behavior of silent observation,Aspect: passive participation,Aspect: behavior of passive observation,Aspect: passive presence,Aspect: observation without participation,Aspect: behavior,Aspect: state of observation and non-interference,Aspect: persistence,Aspect: lingering online presence in NS group chats,https://memett-original.s3.amazonaws.com/img_4163.png,Opinion: detached and non-interfering,Opinion: passively observant,Opinion: inaction,Opinion: detached yet informed,Opinion: humorous and relatable within online communities,Opinion: relatable and humorous,Opinion: typical of those who observe without interfering,Opinion: unengaged,Opinion: ironic and surprising,Opinion: detached and uninvolved,Opinion: ironic,Opinion: detached and non-interfering observation,Sentiment: neutral,Sentiment: neutral,Sentiment: negative,Sentiment: neutral,Sentiment: neutral,Sentiment: neutral,Sentiment: neutral,Sentiment: negative,Sentiment: neutral,Sentiment: neutral,Sentiment: negative,Sentiment: neutral,TotalDefMeme,4000,4002,4011,4004,4005,4008,4009,4007,4006,4010,4003,4001,Target: ORD-ed personnel who lurk in NS group chats,Target: former National Servicemen,Target: online group chats,Target: individuals who leave a group but continue to lurk in it,Target: lurkers in group chats,Target: people who lurk in group chats after leaving,Target: online lurkers,Target: lurkers in group chats,Target: individuals who have completed their national service but still lurk in national service group chats,Target: the character resembling Darth Vader with a cat-like head,Target: the behavior of lurking in NS group chats after ORD lo,Target: people who have ORD-ed from NS but still lurk in NS group chats,Viewpoint: The meme views ORD-ed personnel who lurk in NS group chats with a neutral sentiment because their passive observation of group chat activity is seen as detached and non-interfering.,Viewpoint: The meme views former National Servicemen with a neutral sentiment because their continued presence in NS group chats is seen as passively observant.,Viewpoint: The meme views online group chats with a negative sentiment because its/his/her/their passive observation is seen as inaction.,Viewpoint: The meme views individuals who leave a group but continue to lurk in it with a neutral sentiment because their behavior of silent observation is seen as detached yet informed.,Viewpoint: The meme views lurkers in group chats with a neutral sentiment because their passive participation is seen as humorous and relatable within online communities.,Viewpoint: The meme views people who lurk in group chats after leaving with a neutral sentiment because their behavior of passive observation is seen as relatable and humorous.,Viewpoint: The meme views online lurkers with a neutral sentiment because their passive presence is seen as typical of those who observe without interfering.,Viewpoint: The meme views lurkers in group chats with a negative sentiment because their observation without participation is seen as unengaged.,Viewpoint: The meme views individuals who have completed their national service but still lurk in national service group chats with a neutral sentiment because their behavior is seen as ironic and surprising.,Viewpoint: The meme views the character resembling Darth Vader with a cat-like head with a neutral sentiment because its state of observation and non-interference is seen as detached and uninvolved.,Viewpoint: The meme views the behavior of lurking in NS group chats after ORD lo with a negative sentiment because its persistence is seen as ironic.,Viewpoint: The meme views people who have ORD-ed from NS but still lurk in NS group chats with a neutral sentiment because their lingering online presence in NS group chats is seen as detached and non-interfering observation.
Aspect: design and experience,Aspect: sophistication and novelty,Aspect: portrayal of reality,Aspect: design,Aspect: simplicity,Aspect: advertised aspects,Aspect: simplicity,Aspect: role in the author's memory,Aspect: unique and novel design,Aspect: unique location and theme,Aspect: excitement level,Aspect: novelty,https://memett-original.s3.amazonaws.com/img_6223.png,Opinion: underwhelming and less memorable,Opinion: less authentic and nostalgic compared to traditional bumper cars,Opinion: surprisingly different,Opinion: a playful and unexpected twist on a traditional go-kart,Opinion: memorable,Opinion: disappointingly common,Opinion: more nostalgic,"Opinion: the definitive or most memorable ""go-kart"" experience",Opinion: exciting and memorable,Opinion: memorable and distinctive,Opinion: unimpressive,Opinion: fun and enjoyable,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: positive,Sentiment: negative,Sentiment: positive,Sentiment: positive,Sentiment: positive,Sentiment: positive,Sentiment: negative,Sentiment: positive,TotalDefMeme,4008,4001,4006,4010,4005,4004,4002,4000,4007,4009,4003,4011,Target: the dinosaur-themed go-kart at Changi Airport,Target: modern go-karts,Target: the expectations set by news headlines about recreational activities,Target: the dinosaur-themed go-kart at Changi Airport,Target: traditional bumper cars,Target: modern go-kart promotions,Target: bumper cars,Target: bumper cars,Target: dinosaur-themed go-karts at Changi Airport,Target: the go-kart experience at Changi Airport,Target: the dinosaur-themed go-kart at Changi Airport,Target: the dinosaur-themed go-kart at Changi Airport,Viewpoint: The meme views the dinosaur-themed go-kart at Changi Airport with a negative sentiment because its design and experience are seen as underwhelming and less memorable.,Viewpoint: The meme views modern go-karts with a negative sentiment because their sophistication and novelty are seen as less authentic and nostalgic compared to traditional bumper cars.,Viewpoint: The meme views the expectations set by news headlines about recreational activities with a negative sentiment because its portrayal of reality is seen as surprisingly different.,Viewpoint: The meme views the dinosaur-themed go-kart at Changi Airport with a negative sentiment because its design is seen as a playful and unexpected twist on a traditional go-kart.,Viewpoint: The meme views traditional bumper cars with a positive sentiment because their simplicity is seen as memorable.,Viewpoint: The meme views modern go-kart promotions with a negative sentiment because their advertised aspects are seen as disappointingly common.,Viewpoint: The meme views bumper cars with a positive sentiment because their simplicity is seen as more nostalgic.,"Viewpoint: The meme views bumper cars with a positive sentiment because their role in the author's memory is seen as the definitive or most memorable ""go-kart"" experience.",Viewpoint: The meme views dinosaur-themed go-karts at Changi Airport with a positive sentiment because their unique and novel design is seen as exciting and memorable.,Viewpoint: The meme views the go-kart experience at Changi Airport with a positive sentiment because its unique location and theme are seen as memorable and distinctive.,Viewpoint: The meme views the dinosaur-themed go-kart at Changi Airport with a negative sentiment because its excitement level is seen as unimpressive.,Viewpoint: The meme views the dinosaur-themed go-kart at Changi Airport with a positive sentiment because its novelty is seen as fun and enjoyable.
Aspect: pride in their cuisine,Aspect: pride in their food,Aspect: pride in their food,Aspect: reaction to the claim about Malaysian food,Aspect: reaction to the statement that Malaysian food tastes better,Aspect: national pride,Aspect: reaction to claims that Malaysian food is better,Aspect: comparison to Singaporean food,Aspect: perceived superiority,Aspect: national pride,Aspect: national food pride,Aspect: quality,https://memett-original.s3.amazonaws.com/img_6415.png,Opinion: dismissive toward the idea that Malaysian food tastes better,Opinion: exaggeratedly confident,Opinion: excessive,Opinion: exaggerated and surprised,Opinion: dismissive and defensive,Opinion: easily offended when someone praises Malaysian food,Opinion: indicative of suppressed annoyance stemming from strong national pride in their cuisine,Opinion: neutral and unbiased,Opinion: easily challenged,Opinion: easily offended by the suggestion that Malaysian food tastes better,Opinion: overly sensitive and easily provoked,Opinion: inferior,Sentiment: neutral,Sentiment: positive,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: neutral,Sentiment: neutral,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,TotalDefMeme,4005,4008,4003,4011,4010,4007,4000,4009,4002,4006,4001,4004,Target: Singaporeans,Target: Singaporeans,Target: Singaporeans,Target: Singaporeans,Target: Singaporeans,Target: Singaporeans,Target: Singaporeans,Target: Malaysian food,Target: Singaporean pride in their cuisine,Target: Singaporeans,Target: Singaporeans,Target: Malaysian food,Viewpoint: The meme views Singaporeans with a neutral sentiment because their pride in their cuisine is seen as dismissive toward the idea that Malaysian food tastes better.,Viewpoint: The meme views Singaporeans with a positive sentiment because their pride in their food is seen as exaggeratedly confident.,Viewpoint: The meme views Singaporeans with a negative sentiment because their pride in their food is seen as excessive.,Viewpoint: The meme views Singaporeans with a negative sentiment because their reaction to the claim about Malaysian food is seen as exaggerated and surprised.,Viewpoint: The meme views Singaporeans with a negative sentiment because their reaction to the statement that Malaysian food tastes better is seen as dismissive and defensive.,Viewpoint: The meme views Singaporeans with a negative sentiment because their national pride is seen as easily offended when someone praises Malaysian food.,Viewpoint: The meme views Singaporeans with a neutral sentiment because their reaction to claims that Malaysian food is better is seen as indicative of suppressed annoyance stemming from strong national pride in their cuisine.,Viewpoint: The meme views Malaysian food with a neutral sentiment because its comparison to Singaporean food is seen as neutral and unbiased.,Viewpoint: The meme views Singaporean pride in their cuisine with a negative sentiment because its perceived superiority is seen as easily challenged.,Viewpoint: The meme views Singaporeans with a negative sentiment because their national pride is seen as easily offended by the suggestion that Malaysian food tastes better.,Viewpoint: The meme views Singaporeans with a negative sentiment because their national food pride is seen as overly sensitive and easily provoked.,Viewpoint: The meme views Malaysian food with a negative sentiment because its quality is seen as inferior.
Aspect: chewing gum ban,Aspect: strict law enforcement on chewing gum,Aspect: enforcement,Aspect: strictness and high fines,"Aspect: associated fines (e.g., $500)",Aspect: enforcement,Aspect: fine amount,Aspect: strictness,Aspect: cultural practice,Aspect: penalty,Aspect: enforcement,Aspect: $500 fine,https://memett-original.s3.amazonaws.com/img_5901.png,Opinion: overly stringent,Opinion: overly punitive,Opinion: surprisingly strict,Opinion: excessive and absurd,Opinion: surprisingly high and frustrating,Opinion: overly strict and disproportionate,Opinion: exorbitant,Opinion: excessive,Opinion: resulting in fines,Opinion: disproportionately harsh,Opinion: excessive and absurd,Opinion: excessively harsh,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,TotalDefMeme,4007,4004,4002,4008,4000,4006,4001,4003,4010,4005,4009,4011,Target: Singapore's strict laws,Target: Singapore,Target: Singapore's chewing gum ban,Target: Singapore's chewing gum laws,Target: Singapore's enforcement of chewing gum regulations,Target: Singapore's laws against chewing gum,Target: Singapore's chewing gum ban,Target: Singapore's law prohibiting the consumption of chewing gum,Target: the act of eating chewing gum in Singapore,Target: Singapore's ban on chewing gum,Target: the strict laws in Singapore regarding chewing gum,Target: Singapore's chewing gum laws,Viewpoint: The meme views Singapore's strict laws with a negative sentiment because its chewing gum ban is seen as overly stringent.,Viewpoint: The meme views Singapore with a negative sentiment because its strict law enforcement on chewing gum is seen as overly punitive.,Viewpoint: The meme views Singapore's chewing gum ban with a negative sentiment because its enforcement is seen as surprisingly strict.,Viewpoint: The meme views Singapore's chewing gum laws with a negative sentiment because its strictness and high fines are seen as excessive and absurd.,"Viewpoint: The meme views Singapore's enforcement of chewing gum regulations with a negative sentiment because its/his/her/their associated fines (e.g., $500) is/are seen as surprisingly high and frustrating.",Viewpoint: The meme views Singapore's laws against chewing gum with a negative sentiment because its enforcement is seen as overly strict and disproportionate.,Viewpoint: The meme views Singapore's chewing gum ban with a negative sentiment because its fine amount is seen as exorbitant.,Viewpoint: The meme views Singapore's law prohibiting the consumption of chewing gum with a negative sentiment because its strictness is seen as excessive.,Viewpoint: The meme views the act of eating chewing gum in Singapore with a negative sentiment because its cultural practice is seen as resulting in fines.,Viewpoint: The meme views Singapore's ban on chewing gum with a negative sentiment because its penalty is seen as disproportionately harsh.,Viewpoint: The meme views the strict laws in Singapore regarding chewing gum with a negative sentiment because its enforcement is seen as excessive and absurd.,Viewpoint: The meme views Singapore's chewing gum laws with a negative sentiment because its $500 fine is seen as excessively harsh.
Aspect: festive decorations,Aspect: speed immediately after Christmas,Aspect: timing,Aspect: rapid changeover,Aspect: blending of Christmas and Chinese New Year traditions,Aspect: seasonal transition,Aspect: cultural identity and festive traditions,Aspect: cultural practices,Aspect: the timing,Aspect: festive decorations,Aspect: cultural coexistence,Aspect: decorations,https://memett-original.s3.amazonaws.com/img_6075.png,Opinion: inclusive and celebratory,Opinion: exaggeratedly fast,Opinion: unusually surprising,Opinion: culturally efficient,Opinion: uniquely inclusive,Opinion: very rapid,Opinion: diverse and inclusive,Opinion: diverse and harmonious,Opinion: unusual,Opinion: harmonious and celebratory,Opinion: harmonious,Opinion: unexpected and humorous,Sentiment: positive,Sentiment: neutral,Sentiment: neutral,Sentiment: neutral,Sentiment: positive,Sentiment: neutral,Sentiment: positive,Sentiment: positive,Sentiment: neutral,Sentiment: positive,Sentiment: neutral,Sentiment: neutral,TotalDefMeme,4007,4000,4006,4002,4005,4001,4008,4004,4003,4009,4011,4010,Target: Singapore's cultural diversity,Target: Singapore's public holiday decorations changeover,Target: the festive decorations in Singapore,Target: Singaporean decorations,Target: Singapore's multicultural celebrations,Target: Singapore decorations,Target: Singapore,Target: Singapore,Target: Singapore's decoration display practices,Target: Singapore's cultural diversity,Target: the blending of Christmas and Chinese New Year celebrations in Singapore,Target: the blending of New Year's Eve and Christmas decorations in Singapore,Viewpoint: The meme views Singapore's cultural diversity with a positive sentiment because its festive decorations are seen as inclusive and celebratory.,Viewpoint: The meme views Singapore's public holiday decorations changeover with a neutral sentiment because its speed immediately after Christmas is seen as exaggeratedly fast.,Viewpoint: The meme views the festive decorations in Singapore with a neutral sentiment because their timing is seen as unusually surprising.,Viewpoint: The meme views Singaporean decorations with a neutral sentiment because their rapid changeover is seen as culturally efficient.,Viewpoint: The meme views Singapore's multicultural celebrations with a positive sentiment because its blending of Christmas and Chinese New Year traditions is seen as uniquely inclusive.,Viewpoint: The meme views Singapore decorations with a neutral sentiment because their seasonal transition is seen as very rapid.,Viewpoint: The meme views Singapore with a positive sentiment because its cultural identity and festive traditions are seen as diverse and inclusive.,Viewpoint: The meme views Singapore with a positive sentiment because its cultural practices are seen as diverse and harmonious.,Viewpoint: The meme views Singapore's decoration display practices with a neutral sentiment because the timing is seen as unusual.,Viewpoint: The meme views Singapore's cultural diversity with a positive sentiment because its festive decorations are seen as harmonious and celebratory.,Viewpoint: The meme views the blending of Christmas and Chinese New Year celebrations in Singapore with a neutral sentiment because its/his/her/their cultural coexistence is seen as harmonious.,Viewpoint: The meme views the blending of New Year's Eve and Christmas decorations in Singapore with a neutral sentiment because its decorations are seen as unexpected and humorous.
"Aspect: ""9-5 posting""",Aspect: unexpectedness,Aspect: seriousness,Aspect: reactions to new members or their activity patterns,Aspect: job posting,Aspect: job posting,Aspect: portrayal of routine tasks,Aspect: expectation,Aspect: 9-5 posting,Aspect: assignment,Aspect: 9-5 posting,"Aspect: ""9-5 posting""",https://memett-original.s3.amazonaws.com/img_4840.png,Opinion: predictable and unremarkable,Opinion: surprising and humorous,Opinion: unexpected,Opinion: overly dramatic or exaggerated,Opinion: surprisingly good,Opinion: mundane,Opinion: absurdly exaggerated,Opinion: chaotic,Opinion: surprising,Opinion: enviably fortunate and easy compared to typical NS duties,Opinion: unremarkable,Opinion: unusual and unexpected,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: positive,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: positive,Sentiment: negative,Sentiment: negative,TotalDefMeme,4009,4006,4011,4008,4001,4004,4005,4002,4007,4000,4003,4010,"Target: the ""OOC recruit""","Target: the situation of an ""OOC recruit"" having a ""9-5 posting""",Target: the 'OOC recruit',Target: online gaming or role-playing communities,Target: OOC recruits,Target: the OOC recruit,Target: the tendency to overdramatize mundane activities,Target: military life,Target: an OOC recruit,Target: OOC recruits receiving 9-5 postings,Target: the OOC recruit,"Target: ""OOC recruit""","Viewpoint: The meme views the ""OOC recruit"" with a negative sentiment because their ""9-5 posting"" is seen as predictable and unremarkable.","Viewpoint: The meme views the situation of an ""OOC recruit"" having a ""9-5 posting"" with a negative sentiment because its unexpectedness is seen as surprising and humorous.",Viewpoint: The meme views the 'OOC recruit' with a negative sentiment because its/his/her/their seriousness is seen as unexpected.,Viewpoint: The meme views online gaming or role-playing communities with a negative sentiment because their reactions to new members or their activity patterns are seen as overly dramatic or exaggerated.,Viewpoint: The meme views OOC recruits with a positive sentiment because their job posting is seen as surprisingly good.,Viewpoint: The meme views the OOC recruit with a negative sentiment because his job posting is seen as mundane.,Viewpoint: The meme views the tendency to overdramatize mundane activities with a negative sentiment because its portrayal of routine tasks is seen as absurdly exaggerated.,Viewpoint: The meme views military life with a negative sentiment because its expectation is seen as chaotic.,Viewpoint: The meme views an OOC recruit with a negative sentiment because its 9-5 posting is seen as surprising.,Viewpoint: The meme views OOC recruits receiving 9-5 postings with a positive sentiment because their assignment is seen as enviably fortunate and easy compared to typical NS duties.,Viewpoint: The meme views the OOC recruit with a negative sentiment because his 9-5 posting is seen as unremarkable.,"Viewpoint: The meme views ""OOC recruit"" with a negative sentiment because their ""9-5 posting"" is seen as unusual and unexpected."
Aspect: taste,Aspect: desirability,Aspect: reliance on external rewards,Aspect: attitude towards eating healthier,Aspect: rewards system,Aspect: stern expression,Aspect: motivational strategies,Aspect: approach to promoting healthy eating,Aspect: motivation,Aspect: necessity,Aspect: incentives,Aspect: disapproval of unhealthy eating,https://memett-original.s3.amazonaws.com/img_5929.png,Opinion: unpleasant,Opinion: sufficiently high to justify healthy eating habits,Opinion: shallow and indicative of misplaced priorities,Opinion: reluctantly motivated by incentives,Opinion: attractive and motivating,Opinion: disapproving of the promotion of healthier eating habits,Opinion: misguided,Opinion: superficial,Opinion: superficial,Opinion: widely unrecognized,Opinion: attractive,Opinion: a motivating factor for people to eat healthier,Sentiment: negative,Sentiment: positive,Sentiment: negative,Sentiment: neutral,Sentiment: positive,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: neutral,Sentiment: positive,Sentiment: negative,TotalDefMeme,4011,4000,4002,4008,4009,4010,4005,4001,4003,4006,4004,4007,Target: healthy eating,Target: the advertised prizes,"Target: the HPB's Eat, Drink, Shop Healthy Challenge",Target: Gordon Ramsay,"Target: the HPB’s Eat, Drink, Shop Healthy Challenge",Target: Gordon Ramsay,Target: health initiatives,"Target: HPB's Eat, Drink, Shop Healthy Challenge's incentives",Target: people's eating habits,Target: the public's motivation to eat healthier,"Target: HPB's Eat, Drink, Shop Healthy Challenge",Target: Gordon Ramsay,Viewpoint: The meme views healthy eating with a negative sentiment because its/his/her/their taste is seen as unpleasant.,Viewpoint: The meme views the advertised prizes with a positive sentiment because their desirability is seen as sufficiently high to justify healthy eating habits.,"Viewpoint: The meme views the HPB's Eat, Drink, Shop Healthy Challenge with a negative sentiment because its reliance on external rewards is seen as shallow and indicative of misplaced priorities.",Viewpoint: The meme views Gordon Ramsay with a neutral sentiment because his attitude towards eating healthier is seen as reluctantly motivated by incentives.,"Viewpoint: The meme views the HPB’s Eat, Drink, Shop Healthy Challenge with a positive sentiment because its rewards system is seen as attractive and motivating.",Viewpoint: The meme views Gordon Ramsay with a negative sentiment because his stern expression is seen as disapproving of the promotion of healthier eating habits.,Viewpoint: The meme views health initiatives with a negative sentiment because their motivational strategies are seen as misguided.,"Viewpoint: The meme views HPB's Eat, Drink, Shop Healthy Challenge's incentives with a negative sentiment because their approach to promoting healthy eating is seen as superficial.",Viewpoint: The meme views people's eating habits with a negative sentiment because their motivation is seen as superficial.,Viewpoint: The meme views the public's motivation to eat healthier with a neutral sentiment because its necessity is seen as widely unrecognized.,"Viewpoint: The meme views HPB's Eat, Drink, Shop Healthy Challenge with a positive sentiment because its incentives are seen as attractive.",Viewpoint: The meme views Gordon Ramsay with a negative sentiment because his disapproval of unhealthy eating is seen as a motivating factor for people to eat healthier.
